"Accession","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100"
"Q92665",NA,78.5407419183464,NA,60.1458448346014,NA,504.802713572918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394.988233185028,NA,486.380769877795,171.779739684021,NA,43.6949067263323,NA,NA,NA,NA,NA,146.468789282908,300.689335988363,191.664150586394,NA,NA,289.303116941926,NA,380.975982418514,108.630243758351,20.0554429596168,266.271165233197,45.0065716475864,NA,38.3632011333401,184.640648832447,459.518312544669,NA,257.195057196009,NA,NA,NA,NA,366.610958299337,428.515734992002,93259.6953125,105949.0078125,86163.4765625,34454.96484375,38734.984375,43313.765625,10565.4921875,12253.3134765625,9447.201171875,NA,188.800672540507,NA,48.4182627700603,NA,NA,NA,175549.390625,175295.34375,489.288777165482,NA,65.513466216832,NA,NA,402.855105841113,NA,186.847872706962,NA,NA,NA,139.994021011977,379.344146728516,NA,331.784996460678,NA,NA,NA,17.641031004489,268.880004540205,NA,NA,176.84223031711,122.227973937988,21.2474582129833,285.059013708528,537.353820800781,NA,440.157531738281,NA,NA
"H0YAW2",NA,NA,363.257006149222,450.426080500917,373.080540780708,211.268730600772,349.983795082779,86.7145487467448,352.599268482544,NA,208.012912701366,NA,286.541255997035,NA,NA,488.581402986414,32.2517686502252,382.235914341708,34.7518772634158,242.551845220857,NA,NA,180.249313664235,131.574094531312,463.33116017378,9191.033203125,16195.541015625,20506.453125,NA,NA,58.8359112934367,NA,2.2842075976713,174.4403795209,198.588613429617,NA,215.058135009444,NA,NA,NA,NA,485.833490265114,NA,220.14127597479,497.924772038898,NA,NA,NA,12.148925499663,238.813889765154,NA,NA,NA,NA,NA,263.495796473785,NA,372.098353157776,447.03500074073,NA,47.5722380371808,NA,NA,181.774838397556,0.894224776404911,82.4779588175637,NA,2.95372293512166,NA,433.400987418611,263.454820397654,245.870855709956,NA,455.606159145258,268.978935859925,362.966418702372,512.343348279168,NA,56.5967733130787,26754.8359375,29554.146484375,25878.525390625,10393.7109375,8774.54296875,8829.330078125,NA,NA,194.079085731521,NA,NA,231.720436310189,21716.037109375,26.9212009319429,454.030841803712,75104.4921875,83374.3125,81332.8203125,96439.0546875,NA,NA
"Q8N2U4",433.655921941982,283.285462181555,NA,292.595866028232,20.5047648967003,NA,18.4039285557965,NA,NA,173.051630546971,NA,NA,18.6453162946767,NA,NA,150.461344023422,66.324973238398,340.586645293447,12.2577400636332,131.580820481855,NA,244.360018903504,NA,420.692207350528,321.586734102579,451.881525610058,NA,NA,NA,NA,NA,407.524809555253,NA,NA,401.026065433954,378.978888010163,190.296244858176,320.325885174845,NA,NA,NA,NA,282.556397462494,NA,NA,224.553260265012,247.150264146347,NA,NA,197.957698573459,NA,NA,NA,NA,39.802289868394,NA,410.307119568239,10.1048681627919,NA,340.148987237777,2039.09313964844,1821.80041503906,2691.54931640625,31.4512071071496,14.2053969503793,NA,418.289278828909,410.770341682087,226.536051726228,NA,7682.39111328125,5368.50244140625,6098.75244140625,108.44357748171,194.140936277749,NA,1906.31494140625,1645.97912597656,1556.46032714844,70.7241957106645,NA,320.275997320141,457.631896972656,136.935961065602,95.0445501732367,354.873801845711,NA,NA,239.867910297835,43.3560118870029,NA,NA,198.958282470703,429.856649901253,320.146597172155,247.272202876377,190.95822616282,NA,NA,NA
"H0YBY1",16138.2763671875,14748.5107421875,14658.9052734375,NA,431.098735514648,214.834535972581,NA,NA,25.1732434772851,268.287391839327,202.701038345115,NA,NA,418.631665716407,110.945456687009,1.17656583876362,NA,486.491935589605,369.856168016234,122.467022069504,NA,256.418560456494,38.9362254941515,51.5583396169406,407.114561064189,NA,NA,378.437687349705,NA,363.358779009073,13400.322265625,102.080113737978,27.5057935646139,NA,NA,155.248342263793,NA,501.598345231605,293.719776902382,NA,138.054874464705,NA,NA,217.875798167601,NA,NA,NA,82.630306468607,9743.8095703125,12183.41015625,462.079124510472,193.379357291105,NA,486.729413744925,NA,NA,NA,229.124868940462,NA,508.622241405216,66.5502155493316,68.4020919957525,NA,205.453491210938,NA,NA,503.755584716797,NA,NA,305.791412728318,27755.42578125,43497.31640625,NA,NA,NA,386.742111317629,138.026831335526,NA,384.237627780711,1177.78393554688,373.691497802734,453.038208007813,289.72830811696,453.453353565981,446.940942361588,366.380158047733,181.782154222736,104.907219852341,246.079133255378,164.037367367848,277.704387509396,475.601481970539,16760.19921875,112.698580446242,686.879577636719,757.524475097656,1322.46496582031,439.343211808507,4041.11254882813,8839.0751953125
"Q13315",1475.21240234375,1232.26782226563,287.867728780686,2883653,3148014.5,2352776.75,387437.0625,NA,NA,351633.21875,415.592764714281,401.031690906435,329.301449600578,NA,67.8887438504905,183.489043864501,483.800223131977,38.2262411742766,127.716019710662,NA,116.169677899071,446.36497443678,NA,NA,486.854474913534,344.335506047424,364.219406225347,NA,NA,233.842064461284,80.513004105191,NA,NA,NA,NA,81.2764423950865,4974.7802734375,4484.80224609375,2595.267578125,393.125823974609,218.87190246582,261.75244140625,258.53370627987,517.101876294014,219.100728885601,475.203152239013,376.15819802298,NA,1246.15832519531,1208.55407714844,NA,NA,382.152100465699,465.17981300493,59.1788000705776,NA,NA,NA,NA,311.342966196012,NA,154.808079755479,NA,10.5768859924757,NA,NA,201.888853705967,347.93808817855,213.500625610352,NA,NA,NA,NA,283.989350605741,NA,NA,4075.0244140625,484.909948937099,444.890594482422,437.004577636719,85.5093597948385,61.8485735243983,NA,510.76094457537,343.52969203015,NA,NA,NA,NA,466.392300926219,NA,515.083133099209,NA,NA,401.104910154708,327.509887695313,369.817810058594,NA,NA,NA
"E7EW31",50512.61328125,52247.3359375,45016.58984375,53.7654078536259,NA,NA,521.319946289063,91.1575892860167,432.576234480086,945.829833984375,NA,305.730945131921,NA,106.696139828358,NA,299.691505311226,424.955108874417,218.798430357685,NA,14.7927530622171,83.4733389855401,NA,NA,287.49956688887,182.306131124715,NA,NA,185.956163308984,NA,NA,390.517873453282,NA,76.9159356196752,1261.50427246094,1780.91198730469,1736.09912109375,156964.296875,129664.4375,102289.2109375,223.230533076383,NA,365.646717799821,433.135721859411,440.429798044291,81.3275162923518,NA,NA,252.933382378998,443.274389693668,34.8997309023762,NA,281.633407160171,312.327625265387,NA,375.142901537862,293.585452015224,224.918956035475,NA,NA,NA,NA,NA,146.851360744666,236.602730286758,NA,NA,367.776892355765,608.2509765625,181.706793683542,226.280704266406,NA,113.475255576241,NA,NA,NA,87.6057512597083,NA,NA,339.440799530332,NA,NA,NA,336.703260929672,NA,146.130921701666,NA,201.861425624574,252.954638803208,396.147067324433,NA,NA,NA,55.9814046223958,262.416095215067,304.042680836277,194.53761220605,NA,NA,74.2057619254886,NA
"K7EPS6",129392.421875,227510.125,143030.21875,20.9199110173922,NA,NA,NA,4500.61572265625,NA,230.437430049998,NA,NA,NA,72.1822648784597,147.121709585462,430.31102934166,NA,NA,463.594215942049,302.887406518902,NA,184.16059471724,NA,221.635412091738,NA,187.538944125907,NA,NA,166.072644601076,NA,138.209577983553,281.974943848792,247.165541947852,NA,NA,NA,279.962503986099,NA,389.68623856331,NA,61.0250741602448,NA,105.953710225008,343.560823832001,NA,NA,NA,NA,NA,270.667475486877,184.205932767451,NA,498.656346569247,NA,197.908870048401,NA,NA,4845.80102539063,5600.69946289063,5380.69665527344,NA,437.059707969763,311.988418666299,NA,242.975219726563,519.480270385742,114.904060838193,413.455723213959,366.780639648438,432.691034686196,NA,NA,NA,202.80999898596,NA,411.60090671326,513.206059420632,260.043220285793,479.394832754295,NA,227.399873269783,284.740328792386,NA,NA,89.6852503318677,326.806028639072,NA,56.1816127904414,289.743963273639,NA,213.77202785308,377.938422975754,433.361721543237,NA,191.591247558594,3089.32739257813,969.357238769531,230.291073729258,245.949586788469,NA
"Q52LG2",233640.7734375,242740.2734375,255721.0390625,2330887.5390625,194254.765625,1901194.1953125,504.532891189789,153.7733382236,446.831105501545,NA,32.550612284571,NA,NA,NA,502.035172815433,NA,NA,19.1916516722497,NA,NA,440.61672767079,161.555938077818,415.544181990493,476.883796090178,42.8238481447106,NA,NA,20.821702699535,35.3803590379777,NA,NA,395.388759031687,293.888378661598,NA,335.447782596294,NA,NA,NA,NA,129.950398271658,NA,453.857187503186,20454.0546875,12785.529296875,9815.7001953125,281.329803380315,NA,218.50277136864,51.072934513388,NA,378.998181897009,342.417927321046,19.1448731854508,3039.32446289063,2973.22802734375,2848.65991210938,2852.42016601563,690897.6640625,601425.0625,733996.91796875,6545.0732421875,6610.89990234375,7227.90283203125,489.570917084704,28.8023767444589,59.4453949656437,NA,217.769116543844,NA,90.022739468713,40624.953125,41775.51953125,43630.09375,NA,NA,NA,19838.251953125,20468.7780761719,16664.1265258789,100942.71484375,104827.732421875,104510.533203125,47967.5442504883,89604.0703125,83947.8272705078,503.588813897907,102.51483682241,348.928833007813,NA,395.340181511963,NA,NA,826.121398925781,NA,200062.865447998,203889.974121094,194735.425933838,NA,580.223022460938,340.061493483185
"A0A109PP82",431.310792420998,NA,185.278074820215,NA,321.341316602561,187.118442054855,111.506050109863,NA,411.722257989148,399.958221435547,455.38431581446,272.591051110697,436.024629020878,229.380461717454,NA,NA,239.596228006331,NA,283.222408044177,NA,NA,222.191334081896,509.911315725403,NA,NA,268.68841195107,NA,426.793870836758,133.484258676312,166.438547565913,473.323163558281,115.45941909506,334.620899985223,NA,NA,NA,229.805116147717,NA,NA,NA,NA,NA,74.3027858951314,NA,NA,465.993963933209,NA,NA,204.135484328667,NA,502.497953673038,143335.10546875,161731.36328125,134925.015625,260.530637667882,NA,NA,7934.83081054688,9694.79858398438,7512.48950195313,271.108305359225,NA,378.803613067195,NA,NA,317.450076280141,NA,NA,NA,329.593958678426,2744958,2250513.5,2203595.5,62.3805504044748,NA,401.440017040352,13523.884765625,14979.32421875,NA,NA,NA,NA,100384.3203125,82144.453125,70560.484375,362.825240183559,487.330795415169,358.314107092139,436.414304635526,29.6668134568237,12.330790603403,210.138890360991,14785.158203125,458.52347359938,NA,444.005330175346,NA,NA,186712.53125,NA
"P29474",97982.65625,113242.46875,NA,NA,NA,411.202781271514,NA,364.672989806992,NA,NA,NA,NA,NA,NA,NA,407.424527357261,285.320519633834,NA,41.2305640737382,186.530532836914,211.43385205122,NA,227.76838684082,NA,457.933736325564,NA,476.639940293549,NA,503.871766135259,NA,NA,NA,NA,169.971765450164,NA,280.225623292363,195.313755069193,NA,198.270668942903,165.22375194467,NA,344.709787192705,NA,NA,NA,486.007187408401,408.168216586221,NA,128.175002811577,362.24044205086,NA,NA,424.420558039934,91.0659676192139,24.4761577333339,NA,NA,NA,NA,NA,NA,NA,86.6885285129243,205.453491210938,364.700720934362,65.7316982900824,503.755584716797,215.800228648085,220.16142659585,344.349129561606,NA,245.918200471566,101.392158948424,18.6622521352728,232.506863130533,12893.9169921875,NA,NA,252.864095345913,93.2807528781289,NA,NA,294.175435332359,241.488621603028,NA,NA,NA,69.0350035182545,2.95358121513811,NA,NA,1790.884765625,NA,310.425231933594,380.838500976563,523.664855957031,352.455657958984,51848.19921875,NA,228.256198782303
"Q6ZVX7",NA,279.462916355038,123.687502586381,NA,276.142767870205,NA,414.518154119669,NA,325.941674223538,NA,NA,NA,NA,NA,60.3566462301832,497.810799884134,308.173869671237,263.776052037633,NA,NA,NA,201.399963378906,418.00793936739,NA,503.41743837242,NA,NA,NA,3687.31469726563,92.4007447582121,372.359856299513,NA,NA,76.6980374537131,167.721561087589,355.92285636978,191.419152195089,130.05821994857,NA,286.580252592338,474.825865323013,104.903245399514,497.505316226819,NA,371.714157664883,390.738308782127,NA,NA,NA,NA,35.0203050783375,283.26944721829,NA,NA,511.331197106307,17.7936944091079,379.832195165391,NA,NA,NA,6065.9794921875,6855.66015625,5475.19482421875,NA,NA,98.8124142336322,NA,23389.251953125,NA,495.201217364129,NA,NA,NA,12459.2939453125,8467.9111328125,9260.33984375,NA,28.2171643440375,271.571136079027,379.179810155311,163.816303799521,NA,175.221630354688,302.520980485091,NA,NA,511.889996580947,415.95023467446,66.9889918737024,517.964111328125,260.26123046875,420.808710011812,NA,101.924767093603,83.356851694399,101.66109760882,NA,500.720545450321,140.291259765625,NA
"A0A0X9T0H6",33568.52734375,32716.177734375,23886.201171875,NA,5241.5771484375,NA,291.807221792398,3.50374968862821,NA,NA,285.451084766074,370.505076953412,81.0797049227569,427.022475699376,NA,NA,NA,NA,NA,NA,376.935890366012,NA,NA,NA,NA,NA,NA,427.678619496176,NA,NA,37.4403040200755,295.373240288794,NA,361.975622709918,NA,NA,362.82517858196,142.413027308707,NA,NA,NA,265.109855411484,NA,NA,101.759533816284,18.3579894966713,NA,NA,NA,NA,NA,2683259.75,3034433.25,2919251.5,311.174431726558,NA,NA,7503244.5,7858660,6128201.12005615,501918.71875,424090.03125,418379.5625,NA,NA,NA,388937.9375,12.5187768970046,NA,NA,478.364710616142,NA,363.720236371727,245.560496449518,NA,NA,NA,225.389126906432,212.135075268338,NA,NA,467.02129875032,290.431600736296,266.726550147236,439.292911864525,NA,NA,NA,NA,72.2280756513487,30.5496742511489,NA,NA,NA,NA,33.1259241342031,4.51152170189545,NA,394.87354867858,NA
"K7EKI8",155798.90625,155662.4375,176225.140625,235.068113932084,351.46537669717,173.39060356829,285.300212406746,13277.509765625,NA,186.19444373738,NA,NA,335.842887623326,16.3184538865511,NA,NA,NA,NA,NA,343.211246137892,NA,420.283657441846,251.285308837891,436.717201509811,NA,NA,NA,45.2876228281478,NA,NA,225.177020379934,473.520377384031,NA,460.853967597212,467.867070178395,394.989278596828,NA,NA,227.757941334282,190.538334056513,511.901965081659,NA,NA,43.9861182978236,371.097674405171,45561.00390625,51069.56640625,42838.0859375,NA,455.685161440238,NA,NA,NA,158.432209980466,NA,NA,250.296531046172,38.4281217144293,145.661801325549,NA,125.842905598867,NA,294.603492010425,228.707788723223,NA,94.1494430053714,4214.48095703125,NA,NA,13126.4091796875,1740.98547363281,1411.04772949219,1418.16845703125,NA,206.072244267848,380.73753594416,NA,231.699945488554,NA,369.571274299825,NA,NA,402.008161320125,NA,180.922553659425,760.403045654297,133.532007539566,410.143249511719,NA,274.827789306641,240.543033559178,262.164505694792,3631.75073242188,368.250031479768,119.010730663701,NA,455.700490677263,275.938415527344,229.516602217928,NA
"O62916",7736.56689453125,7376.8515625,6257.1796875,NA,NA,281.354267081454,449.908046035242,84.079704284668,109.523055328737,NA,157.654901406921,381.281235523679,341.99232139419,NA,NA,NA,NA,33.316039616251,205.694578665401,NA,514.458372835744,396.428666868141,442.921407452285,NA,70.1973167561789,344.038207294026,NA,416.867139126149,138.863420010611,330.411645223783,515.632017379065,451.577876203871,NA,142.511892911987,511.736444370556,NA,344.659585036722,NA,120.424267806128,86.6506556324358,451.402967360775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309.116344353365,1634.67712402344,NA,NA,NA,NA,NA,74.9683898336507,517.621770547039,NA,NA,406.036671182921,246.183441162109,NA,NA,NA,NA,NA,NA,22090.208984375,24696.1796875,24552.7578125,NA,NA,NA,49516.2109375,38731.02734375,33951.57421875,9784.1201171875,9682.97857666016,8781.9951171875,NA,39.501630620732,NA,64.394754444965,344.217357328499,NA,NA,NA,273.278994765974,NA,317.67283613138,83.2360987648804,42355.5810546875,41178.578125,39212.0390625,NA,214.347603657694,NA
"B4E061",188.621322452119,NA,89.6269741306391,NA,257.289945804944,283.855125442978,406.748299503015,NA,NA,269.221806030982,NA,96.0078016584865,167.992826448825,6367.4189453125,202.34003107351,NA,NA,NA,NA,NA,176.226682457699,433.245019554188,366.889754425711,NA,45.0620118758222,NA,97.938273030575,NA,NA,320.353613397621,NA,NA,NA,NA,273.879734157864,NA,NA,415.877990643632,NA,73.277795569499,NA,NA,NA,247.417618592751,NA,158.052771002342,NA,490.112525235499,223.539554892297,NA,8.62944912872715,NA,NA,24762.43359375,321.256045588548,298.240100129301,438.64592467937,NA,26475.529296875,74.1442583572222,NA,6832.25244140625,6485.982421875,NA,NA,NA,224.466094245446,NA,NA,NA,72.6405795596743,490.029876343743,229.643918682774,253.727824668608,280.361592663839,3.92205201380426,NA,300.260602297839,NA,NA,297.985702834801,NA,NA,NA,NA,8208.171875,8621.5751953125,8677.8154296875,8776.34375,8182.18115234375,8133.30126953125,NA,NA,16.227941532617,NA,105.277890103148,396.10262969837,NA,NA,472.910247681703
"A4D1Q6",419.453459599768,NA,NA,57.5953648728257,NA,NA,NA,NA,NA,NA,271.138732910156,195.814411711881,518.404541015625,129.199736685762,32.0121415794241,481.694210925543,427.757358562322,NA,NA,304.709853134546,NA,NA,337.034299084209,46.7522587989381,387.350322051504,NA,NA,119.522909709868,243.654542392534,NA,229.844328651176,NA,183.740454510194,NA,111.305508589229,151.817276530964,NA,NA,NA,412.844463745579,13.9195220863129,44.5182538413489,NA,NA,NA,35.3899492813051,177.03388850166,265.228441876933,NA,NA,259.082182343241,33956.25390625,31644.986328125,28654.15234375,246.046319451536,436.734130859375,NA,432.85887677305,515.135732029363,52.8115806867697,287.915209453091,399.451756228584,155.826945381532,NA,NA,287.953150954614,987.68017578125,NA,471.849432093346,NA,515.691597864036,NA,NA,NA,NA,241.464299500847,NA,139.767367068347,NA,195.215421369694,NA,NA,461.987281126325,378.481025344879,NA,475.118034321311,321.75583424172,NA,NA,364.037492469657,134.034452686025,180.107955932617,25.142938032434,NA,521.528747558594,466.730285644531,NA,NA,NA,NA
"P98160",217.290979702744,NA,18153.55078125,402.266950844893,278.819477252512,354.223600485216,437.799484952619,155.264561395813,153.301809091861,NA,NA,33.2440053213163,379.874534585344,NA,173.05045418639,NA,NA,NA,NA,NA,492.071188234136,NA,NA,NA,NA,NA,NA,374.605353525418,NA,NA,341.457623393609,114.749432717765,237.875397765536,75.1370157978173,377.84793276935,NA,NA,389.970686908635,NA,NA,173.741222075259,NA,19.4828841810229,192.531288571204,9.17320982574499,NA,NA,NA,320.022687433029,482.202326686715,NA,521.822265625,494.729370117188,600.823079427083,NA,283.237329548815,NA,166.857259317822,NA,NA,220.530249282807,NA,NA,NA,NA,260.943771389012,NA,NA,51.8262278238932,485.833421281006,30874.212890625,30422.701171875,31500.45703125,121.8361901153,490.106056099478,NA,432.741840150564,NA,NA,430.343907651695,NA,NA,508.448862799073,NA,NA,101.028996226002,NA,NA,NA,195.670012724441,368.39408917741,177.922492162475,173.492634452911,NA,198.330871582031,247.683547973633,190.157699584961,NA,197.650416367317,360.651491029052
"O14578",NA,467.177201382402,NA,NA,120.958074580441,431.010828702581,NA,NA,NA,395.787593920523,274.127440841049,NA,157.140925022175,NA,364.53065586488,NA,NA,427.919594056556,226.936354887345,86.772156615941,503.405359497136,288.3717159035,NA,495.489469517382,441.866269619102,5572.0009765625,7478.01171875,4025.19067382813,NA,350.529112158096,123.908799611453,NA,414.239675441217,286.19363575725,NA,NA,NA,98.7165523436496,355.087980557997,499.636426788188,NA,261.8713010877,NA,68.9688055209173,491.761865187616,NA,NA,210.56061913892,283.933645212275,159.324526559621,NA,NA,275.151072058726,NA,259.821929931641,423.203565456384,412.794921875,433.925315534418,216.896341710227,33.278744628949,72.4612614218215,498.605512300989,NA,20.8627549002351,NA,NA,381.028276124246,103.985893249512,279.879989068743,222.120492364859,453.155361219734,401.08161240602,NA,NA,NA,NA,851.656860351563,713.601745605469,760.598327636719,1878.44775390625,2261.6875,NA,702.920349121094,450.881134033203,NA,454.444958366846,61.480366974449,501.893815664087,NA,NA,206.648831960406,153.106795859161,NA,440.534417285263,193.641890474499,22.4532989708424,NA,NA,NA,NA
"B4DTU7",NA,19912.478515625,349.530156313848,NA,165.265341737314,65.3835029406796,NA,391.223237290209,20.554821822982,NA,NA,271.599572780696,NA,150.530940153721,472.531308293751,137.280380249023,185.577866320411,87.1002960205078,94.9293896764421,263.822589685177,284.428512272919,291.473050549104,105.352280628962,347.844512939453,226.916458129883,152.697477806383,176.969115328718,11.2229622243291,NA,306.230296159593,275.117474256546,NA,NA,NA,NA,NA,238.248050280742,NA,444.970048117505,NA,NA,NA,23.0246896185386,190.676795690689,504.563319595787,NA,204.482844970361,333.768879928223,NA,NA,129.090737195972,43276.69140625,53502.3671875,53417.51171875,NA,219.6151651644,75.5635106514702,32819.5703125,40051.2109375,34346.3984375,41.0639424004747,199.341062309038,NA,440.141895894618,18.5171892060482,NA,NA,240.611817129298,NA,87.8281813185005,NA,153.047210896274,NA,33.3734664657763,413.770950089887,NA,2062619.125,1707674.375,1356187.75,425149.59375,410290.625,446601.8125,417360.71875,370154.125,309251.0625,NA,41.3940216759086,433.776370373227,433.137511694455,NA,NA,99462.078125,NA,419.340862770276,1139918.5,1012528.125,1042377.75,613311.125,NA,323.809978144423
"B4DF70",412.704138088187,447.877695235533,6.33827655662949,120.419006981222,NA,46.3763625783529,NA,475.605219335878,NA,287.104768296508,NA,170.911846746814,169.332143831361,NA,294.357666535971,117.136303675406,NA,84.867829615711,148.28379239226,493.894364386979,NA,NA,NA,502.871891471101,273.653384591482,NA,NA,63.007808134704,332.294469272385,492.350991044389,NA,498.532815274517,7519.79833984375,NA,315.833643683999,93.8546747584945,449.054859299641,NA,10984.625,167.552074758467,NA,NA,NA,96.7869730450015,297.181200120705,NA,195.394337584348,319.47288046047,NA,NA,366.855490866375,3900.66674804688,10382.8449707031,3885.02758789063,480.958626482115,NA,305.227363199974,864.178771972656,2519.86157226563,352.183006876721,NA,425.522383954427,NA,NA,253.918610869826,30.9097502372939,177.299124530821,253.651251219358,259.332873617813,NA,NA,1210.3017578125,1051.17065429688,NA,NA,185.772236548609,630.784606933594,687.666076660156,582.78662109375,NA,NA,NA,NA,NA,107.504371194011,122.425857543945,197.961426982966,NA,234.429351806641,304.881378173828,NA,370.568533982186,176.394904683296,174.494855181869,109.117063762269,NA,382.199530065659,NA,402.466860981073,102.874221801758
"Q6ZN40",NA,NA,NA,106.298073325667,NA,NA,503.094176421216,160.830759463516,NA,NA,151.574442183233,NA,NA,139.75796380826,374.339855598696,NA,325.987010942477,NA,NA,NA,NA,17.8751297856841,87.9887034653327,337.004515256035,340.081810392253,295.530116443974,209.382904775268,NA,NA,468.484018052127,NA,506.416618688158,NA,NA,NA,NA,NA,NA,NA,464.293797337393,NA,57.3139145526352,58.2385354214298,NA,NA,195.239991088516,149.74787891068,308.474028481553,NA,NA,207.271183347225,1011678.046875,1314020.7421875,1411720.5234375,39785.82421875,56345.98828125,46953.83203125,50506.0595703125,53229.9942626953,51514.6436767578,157026.78125,158669.28125,143660.25,128.258327263493,277.959404692672,NA,NA,61527.265625,74886.1875,NA,27216.8833007813,26666.6943359375,25365.4440917969,38.8377292584114,121.880010999231,254.134424384451,11046.6712646484,10300.6348876953,7794.177734375,332.458144113983,NA,267.131742103174,364.607988744443,NA,364.578294474585,29.4767558246069,282.123309059376,112.587290563038,947.99072265625,943.344909667969,779.99072265625,NA,187.404348748431,177.04714640007,104.696030209357,63.1105122800154,NA,NA,116.961044311523,414.836368491578
"J3KPG5",15069.529296875,113.518028385828,7855.61840820313,NA,62.945258428489,79.4092365906159,462.255796079068,356.420351845968,NA,NA,NA,490.451331605735,6122.06982421875,499.015501072937,NA,16.3305955736814,NA,NA,480.739766653481,NA,471.275920244837,330.743722496833,NA,NA,17.1129715745811,370.469685322371,456.926294709867,NA,28.8907614832685,291.758648750589,429.790956577128,322.34125165807,NA,NA,NA,47.710116211031,NA,NA,40.65944669993,NA,NA,NA,NA,70.728065114007,332.959668262087,NA,233.932728096157,NA,8.6529428164868,501.794984431836,NA,NA,454.458106737856,NA,NA,85.5481237805695,NA,NA,NA,NA,146.483484955361,NA,91.3702867763741,NA,NA,51.0842347154239,284.922410046331,286.459686279297,459.038452148438,NA,100.228166371053,NA,495.848571375305,4.07486548911462,NA,182.821784791485,49256.41015625,40885.7265625,36025.32421875,6265.5390625,5422.9453125,6839.2421875,65.0646459273418,13141.875,16164.69921875,223.488810666454,NA,NA,451.897969121967,487.820214183568,119.946478306063,NA,232.764853770919,NA,34.2418355143541,54.2233382812557,181.91449672447,NA,NA,NA
"Q86YV1",73505.765625,37709.7265625,32825.7265625,438.861921062393,143.040251394055,37.6753523614679,NA,NA,293.885955810547,NA,NA,182.559477198227,254.498214862257,330.261302831841,NA,NA,NA,257.075918494621,NA,NA,404.330353141055,NA,NA,184.246120730404,NA,77.0182119424914,51.613193117183,NA,10649.248046875,311.088435048137,NA,NA,NA,NA,245.2340928168,NA,43.8148871548647,NA,19.953405176585,422.784431812192,510.188164684556,337.694029449507,150.607009292833,NA,513.92312707714,NA,NA,NA,NA,290.39227519572,148.551385499473,3811.79736328125,3828.46362304688,3597.88500976563,401.856108243326,384.3567053646,NA,NA,3734.42553710938,NA,489.133697509766,538.368103027344,598.302673339844,865.359191894531,874.205017089844,1064.72326660156,NA,NA,NA,101.502578735352,108114.8125,89054.0078125,NA,NA,225.690813775255,332.26127738722,6.26454718903073,668.260009765625,NA,137.351654052734,361.626305703122,408.653127303665,NA,313.730356833935,162.784240722656,NA,230.510073220456,136.712478637695,219.420855327553,157.232193780804,NA,240.904948032317,148.081748226644,NA,302.58795848695,NA,256.874084064899,317.828480012545,181.160121736136,NA
"B0I1S1",235.866704950162,296.259533829159,155.932015076628,NA,484.315167956781,125.620006811213,NA,33.9885215759277,1722.50817871094,304.201505368926,363.034515380859,233.651524787484,642.442138671875,NA,11.6776269200751,NA,NA,87.7173057030189,NA,75.9209348642935,NA,NA,390.942581376485,337.807903211148,205.02241131258,504.094822013039,NA,271.793860954113,4738.93798828125,NA,NA,263.431017007556,NA,150.211502947726,NA,8.33145194149064,37417.94921875,38170.12109375,33666.5078125,324.88838407523,372.155230675956,478.873028246599,203.860810063266,222.782476453072,NA,39951.94921875,144.566372900424,32873.70703125,NA,NA,NA,NA,464.328779783751,NA,NA,187.112650052316,14.6991013262392,NA,191.49504911598,30.8981989088994,NA,508.566573166349,379.548688634679,NA,NA,NA,107.418622495305,NA,42.1331010720988,NA,31356.658203125,26057.638671875,23837.904296875,408.913709083972,NA,NA,NA,232.570523843964,NA,NA,NA,NA,NA,327.743595767542,48.948814341643,23.0351661261184,383.22578994093,437.480853892491,12.6913604915572,213.231337069898,NA,95.4671508134732,10.3834054172232,161.586563110352,NA,NA,NA,NA,270.499952784342,325.128675692939
